id,sku,name,category,price,currency,description
798,SKU-00798,Office Item 798,office,339.94,USD,Sample description 798
799,SKU-00799,Toys Item 799,toys,83.08,USD,Sample description 799
800,SKU-00800,Outdoors Item 800,outdoors,24.29,USD,Sample description 800
801,SKU-00801,Books Item 801,books,383.19,USD,Sample description 801
802,SKU-00802,Outdoors Item 802,outdoors,49.33,USD,Sample description 802
803,SKU-00803,Books Item 803,books,277.0,USD,Sample description 803
804,SKU-00804,Fitness Item 804,fitness,209.06,USD,Sample description 804
805,SKU-00805,Tools Item 805,tools,222.36,USD,Sample description 805
806,SKU-00806,Toys Item 806,toys,442.97,USD,Sample description 806
807,SKU-00807,Electronics Item 807,electronics,83.64,USD,Sample description 807
808,SKU-00808,Books Item 808,books,35.81,USD,Sample description 808
809,SKU-00809,Outdoors Item 809,outdoors,65.3,USD,Sample description 809
810,SKU-00810,Kitchen Item 810,kitchen,470.56,USD,Sample description 810
811,SKU-00811,Books Item 811,books,56.66,USD,Sample description 811
812,SKU-00812,Electronics Item 812,electronics,180.19,USD,Sample description 812
813,SKU-00813,Tools Item 813,tools,405.85,USD,Sample description 813
814,SKU-00814,Toys Item 814,toys,440.04,USD,Sample description 814
815,SKU-00815,Outdoors Item 815,outdoors,151.45,USD,Sample description 815
816,SKU-00816,Toys Item 816,toys,387.37,USD,Sample description 816
817,SKU-00817,Toys Item 817,toys,216.72,USD,Sample description 817
818,SKU-00818,Outdoors Item 818,outdoors,227.58,USD,Sample description 818
819,SKU-00819,Toys Item 819,toys,156.5,USD,Sample description 819
820,SKU-00820,Kitchen Item 820,kitchen,107.38,USD,Sample description 820
821,SKU-00821,Kitchen Item 821,kitchen,286.69,USD,Sample description 821
822,SKU-00822,Fitness Item 822,fitness,299.03,USD,Sample description 822
823,SKU-00823,Books Item 823,books,146.53,USD,Sample description 823
824,SKU-00824,Outdoors Item 824,outdoors,333.62,USD,Sample description 824
825,SKU-00825,Office Item 825,office,317.69,USD,Sample description 825
826,SKU-00826,Office Item 826,office,455.09,USD,Sample description 826
827,SKU-00827,Outdoors Item 827,outdoors,154.11,USD,Sample description 827
828,SKU-00828,Books Item 828,books,108.13,USD,Sample description 828
829,SKU-00829,Tools Item 829,tools,250.05,USD,Sample description 829
830,SKU-00830,Toys Item 830,toys,189.69,USD,Sample description 830
831,SKU-00831,Kitchen Item 831,kitchen,294.96,USD,Sample description 831
832,SKU-00832,Tools Item 832,tools,194.68,USD,Sample description 832
833,SKU-00833,Outdoors Item 833,outdoors,217.99,USD,Sample description 833
834,SKU-00834,Electronics Item 834,electronics,215.21,USD,Sample description 834
835,SKU-00835,Electronics Item 835,electronics,495.28,USD,Sample description 835
836,SKU-00836,Office Item 836,office,94.12,USD,Sample description 836
837,SKU-00837,Outdoors Item 837,outdoors,40.39,USD,Sample description 837
838,SKU-00838,Kitchen Item 838,kitchen,254.01,USD,Sample description 838
839,SKU-00839,Fitness Item 839,fitness,91.58,USD,Sample description 839
840,SKU-00840,Kitchen Item 840,kitchen,493.97,USD,Sample description 840
841,SKU-00841,Fitness Item 841,fitness,29.35,USD,Sample description 841
842,SKU-00842,Electronics Item 842,electronics,391.01,USD,Sample description 842
843,SKU-00843,Electronics Item 843,electronics,383.82,USD,Sample description 843
844,SKU-00844,Fitness Item 844,fitness,489.9,USD,Sample description 844
845,SKU-00845,Outdoors Item 845,outdoors,437.06,USD,Sample description 845
846,SKU-00846,Outdoors Item 846,outdoors,458.51,USD,Sample description 846
847,SKU-00847,Outdoors Item 847,outdoors,346.21,USD,Sample description 847
848,SKU-00848,Toys Item 848,toys,19.57,USD,Sample description 848
849,SKU-00849,Tools Item 849,tools,98.03,USD,Sample description 849
850,SKU-00850,Books Item 850,books,204.43,USD,Sample description 850
851,SKU-00851,Kitchen Item 851,kitchen,199.23,USD,Sample description 851
852,SKU-00852,Fitness Item 852,fitness,168.06,USD,Sample description 852
853,SKU-00853,Office Item 853,office,493.33,USD,Sample description 853
854,SKU-00854,Toys Item 854,toys,238.5,USD,Sample description 854
855,SKU-00855,Toys Item 855,toys,421.3,USD,Sample description 855
856,SKU-00856,Kitchen Item 856,kitchen,335.26,USD,Sample description 856
857,SKU-00857,Books Item 857,books,340.75,USD,Sample description 857
858,SKU-00858,Kitchen Item 858,kitchen,422.84,USD,Sample description 858
859,SKU-00859,Toys Item 859,toys,339.67,USD,Sample description 859
860,SKU-00860,Electronics Item 860,electronics,110.32,USD,Sample description 860
861,SKU-00861,Outdoors Item 861,outdoors,166.72,USD,Sample description 861
862,SKU-00862,Tools Item 862,tools,391.61,USD,Sample description 862
863,SKU-00863,Tools Item 863,tools,16.52,USD,Sample description 863
864,SKU-00864,Kitchen Item 864,kitchen,335.38,USD,Sample description 864
865,SKU-00865,Toys Item 865,toys,133.53,USD,Sample description 865
866,SKU-00866,Outdoors Item 866,outdoors,13.67,USD,Sample description 866
867,SKU-00867,Fitness Item 867,fitness,56.01,USD,Sample description 867
868,SKU-00868,Electronics Item 868,electronics,462.09,USD,Sample description 868
869,SKU-00869,Toys Item 869,toys,175.72,USD,Sample description 869
870,SKU-00870,Fitness Item 870,fitness,304.01,USD,Sample description 870
871,SKU-00871,Kitchen Item 871,kitchen,218.3,USD,Sample description 871
872,SKU-00872,Toys Item 872,toys,69.71,USD,Sample description 872
873,SKU-00873,Office Item 873,office,128.42,USD,Sample description 873
874,SKU-00874,Kitchen Item 874,kitchen,444.79,USD,Sample description 874
875,SKU-00875,Office Item 875,office,485.68,USD,Sample description 875
876,SKU-00876,Office Item 876,office,61.01,USD,Sample description 876
877,SKU-00877,Office Item 877,office,448.85,USD,Sample description 877
878,SKU-00878,Electronics Item 878,electronics,383.54,USD,Sample description 878
879,SKU-00879,Outdoors Item 879,outdoors,180.56,USD,Sample description 879
880,SKU-00880,Kitchen Item 880,kitchen,39.33,USD,Sample description 880
881,SKU-00881,Toys Item 881,toys,433.13,USD,Sample description 881
882,SKU-00882,Outdoors Item 882,outdoors,160.61,USD,Sample description 882
883,SKU-00883,Tools Item 883,tools,375.27,USD,Sample description 883
884,SKU-00884,Books Item 884,books,49.01,USD,Sample description 884
885,SKU-00885,Books Item 885,books,301.1,USD,Sample description 885
886,SKU-00886,Electronics Item 886,electronics,302.97,USD,Sample description 886
887,SKU-00887,Books Item 887,books,246.78,USD,Sample description 887
888,SKU-00888,Fitness Item 888,fitness,222.76,USD,Sample description 888
889,SKU-00889,Tools Item 889,tools,332.87,USD,Sample description 889
890,SKU-00890,Tools Item 890,tools,358.36,USD,Sample description 890
891,SKU-00891,Toys Item 891,toys,65.6,USD,Sample description 891
892,SKU-00892,Toys Item 892,toys,52.06,USD,Sample description 892
893,SKU-00893,Office Item 893,office,481.16,USD,Sample description 893
894,SKU-00894,Office Item 894,office,69.25,USD,Sample description 894
895,SKU-00895,Books Item 895,books,169.91,USD,Sample description 895
896,SKU-00896,Tools Item 896,tools,173.24,USD,Sample description 896
897,SKU-00897,Kitchen Item 897,kitchen,374.86,USD,Sample description 897
898,SKU-00898,Books Item 898,books,22.74,USD,Sample description 898
899,SKU-00899,Toys Item 899,toys,198.78,USD,Sample description 899
900,SKU-00900,Fitness Item 900,fitness,160.97,USD,Sample description 900
901,SKU-00901,Office Item 901,office,296.51,USD,Sample description 901
902,SKU-00902,Kitchen Item 902,kitchen,136.71,USD,Sample description 902
903,SKU-00903,Electronics Item 903,electronics,337.2,USD,Sample description 903
904,SKU-00904,Toys Item 904,toys,154.64,USD,Sample description 904
905,SKU-00905,Toys Item 905,toys,55.06,USD,Sample description 905
906,SKU-00906,Toys Item 906,toys,466.55,USD,Sample description 906
907,SKU-00907,Fitness Item 907,fitness,347.15,USD,Sample description 907
908,SKU-00908,Office Item 908,office,242.37,USD,Sample description 908
909,SKU-00909,Toys Item 909,toys,443.29,USD,Sample description 909
910,SKU-00910,Outdoors Item 910,outdoors,186.99,USD,Sample description 910
911,SKU-00911,Kitchen Item 911,kitchen,268.55,USD,Sample description 911
912,SKU-00912,Toys Item 912,toys,100.34,USD,Sample description 912
913,SKU-00913,Tools Item 913,tools,386.24,USD,Sample description 913
914,SKU-00914,Fitness Item 914,fitness,264.99,USD,Sample description 914
915,SKU-00915,Tools Item 915,tools,231.92,USD,Sample description 915
916,SKU-00916,Electronics Item 916,electronics,236.05,USD,Sample description 916
917,SKU-00917,Electronics Item 917,electronics,26.44,USD,Sample description 917
918,SKU-00918,Books Item 918,books,352.45,USD,Sample description 918
919,SKU-00919,Electronics Item 919,electronics,198.25,USD,Sample description 919
920,SKU-00920,Books Item 920,books,115.57,USD,Sample description 920
921,SKU-00921,Kitchen Item 921,kitchen,78.14,USD,Sample description 921
922,SKU-00922,Toys Item 922,toys,440.95,USD,Sample description 922
923,SKU-00923,Office Item 923,office,354.92,USD,Sample description 923
924,SKU-00924,Books Item 924,books,179.89,USD,Sample description 924
925,SKU-00925,Electronics Item 925,electronics,318.35,USD,Sample description 925
926,SKU-00926,Books Item 926,books,445.64,USD,Sample description 926
927,SKU-00927,Fitness Item 927,fitness,99.79,USD,Sample description 927
928,SKU-00928,Office Item 928,office,321.33,USD,Sample description 928
929,SKU-00929,Office Item 929,office,205.53,USD,Sample description 929
930,SKU-00930,Kitchen Item 930,kitchen,303.78,USD,Sample description 930
931,SKU-00931,Outdoors Item 931,outdoors,380.11,USD,Sample description 931
932,SKU-00932,Outdoors Item 932,outdoors,188.23,USD,Sample description 932
933,SKU-00933,Books Item 933,books,280.25,USD,Sample description 933
934,SKU-00934,Toys Item 934,toys,11.54,USD,Sample description 934
935,SKU-00935,Toys Item 935,toys,488.58,USD,Sample description 935
936,SKU-00936,Fitness Item 936,fitness,268.44,USD,Sample description 936
937,SKU-00937,Outdoors Item 937,outdoors,15.0,USD,Sample description 937
938,SKU-00938,Tools Item 938,tools,495.73,USD,Sample description 938
939,SKU-00939,Electronics Item 939,electronics,26.09,USD,Sample description 939
940,SKU-00940,Kitchen Item 940,kitchen,311.28,USD,Sample description 940
941,SKU-00941,Toys Item 941,toys,154.2,USD,Sample description 941
942,SKU-00942,Toys Item 942,toys,321.68,USD,Sample description 942
943,SKU-00943,Tools Item 943,tools,66.26,USD,Sample description 943
944,SKU-00944,Toys Item 944,toys,278.43,USD,Sample description 944
945,SKU-00945,Outdoors Item 945,outdoors,194.13,USD,Sample description 945
946,SKU-00946,Fitness Item 946,fitness,60.25,USD,Sample description 946
947,SKU-00947,Toys Item 947,toys,205.48,USD,Sample description 947
948,SKU-00948,Outdoors Item 948,outdoors,249.71,USD,Sample description 948
949,SKU-00949,Kitchen Item 949,kitchen,209.35,USD,Sample description 949
950,SKU-00950,Electronics Item 950,electronics,462.73,USD,Sample description 950
951,SKU-00951,Books Item 951,books,262.64,USD,Sample description 951
952,SKU-00952,Books Item 952,books,195.44,USD,Sample description 952
953,SKU-00953,Kitchen Item 953,kitchen,115.74,USD,Sample description 953
954,SKU-00954,Books Item 954,books,122.58,USD,Sample description 954
955,SKU-00955,Electronics Item 955,electronics,472.02,USD,Sample description 955
956,SKU-00956,Fitness Item 956,fitness,104.0,USD,Sample description 956
957,SKU-00957,Office Item 957,office,216.55,USD,Sample description 957
958,SKU-00958,Tools Item 958,tools,145.16,USD,Sample description 958
959,SKU-00959,Tools Item 959,tools,27.2,USD,Sample description 959
960,SKU-00960,Tools Item 960,tools,193.65,USD,Sample description 960
961,SKU-00961,Fitness Item 961,fitness,175.72,USD,Sample description 961
962,SKU-00962,Kitchen Item 962,kitchen,202.27,USD,Sample description 962
963,SKU-00963,Fitness Item 963,fitness,345.1,USD,Sample description 963
964,SKU-00964,Toys Item 964,toys,300.08,USD,Sample description 964
965,SKU-00965,Books Item 965,books,368.52,USD,Sample description 965
966,SKU-00966,Electronics Item 966,electronics,173.3,USD,Sample description 966
967,SKU-00967,Books Item 967,books,111.7,USD,Sample description 967
968,SKU-00968,Office Item 968,office,341.44,USD,Sample description 968
969,SKU-00969,Office Item 969,office,333.55,USD,Sample description 969
970,SKU-00970,Outdoors Item 970,outdoors,487.72,USD,Sample description 970
971,SKU-00971,Books Item 971,books,374.01,USD,Sample description 971
972,SKU-00972,Kitchen Item 972,kitchen,56.96,USD,Sample description 972
973,SKU-00973,Toys Item 973,toys,381.43,USD,Sample description 973
974,SKU-00974,Outdoors Item 974,outdoors,263.1,USD,Sample description 974
975,SKU-00975,Books Item 975,books,339.71,USD,Sample description 975
976,SKU-00976,Tools Item 976,tools,13.77,USD,Sample description 976
977,SKU-00977,Toys Item 977,toys,170.89,USD,Sample description 977
978,SKU-00978,Outdoors Item 978,outdoors,213.06,USD,Sample description 978
979,SKU-00979,Fitness Item 979,fitness,129.09,USD,Sample description 979
980,SKU-00980,Books Item 980,books,480.8,USD,Sample description 980
981,SKU-00981,Books Item 981,books,77.44,USD,Sample description 981
982,SKU-00982,Toys Item 982,toys,87.05,USD,Sample description 982
983,SKU-00983,Tools Item 983,tools,361.0,USD,Sample description 983
984,SKU-00984,Toys Item 984,toys,424.4,USD,Sample description 984
985,SKU-00985,Outdoors Item 985,outdoors,249.17,USD,Sample description 985
986,SKU-00986,Toys Item 986,toys,9.08,USD,Sample description 986
987,SKU-00987,Toys Item 987,toys,329.21,USD,Sample description 987
988,SKU-00988,Office Item 988,office,85.45,USD,Sample description 988
989,SKU-00989,Tools Item 989,tools,27.66,USD,Sample description 989
990,SKU-00990,Outdoors Item 990,outdoors,314.42,USD,Sample description 990
991,SKU-00991,Tools Item 991,tools,168.11,USD,Sample description 991
992,SKU-00992,Office Item 992,office,248.32,USD,Sample description 992
993,SKU-00993,Toys Item 993,toys,358.91,USD,Sample description 993
994,SKU-00994,Fitness Item 994,fitness,44.79,USD,Sample description 994
995,SKU-00995,Tools Item 995,tools,177.38,USD,Sample description 995
996,SKU-00996,Office Item 996,office,45.26,USD,Sample description 996
997,SKU-00997,Kitchen Item 997,kitchen,16.46,USD,Sample description 997
998,SKU-00998,Electronics Item 998,electronics,237.83,USD,Sample description 998
999,SKU-00999,Electronics Item 999,electronics,393.08,USD,Sample description 999
1000,SKU-01000,Kitchen Item 1000,kitchen,212.25,USD,Sample description 1000
